,ISO3,Calsuff_2000,Calsuff_ssp1,Calsuff_ssp2,Calsuff_ssp3,Calsuff_ssp4,Calsuff_ssp5,trade_dep_2013,GDP_ssp1_2010,GDP_ssp1,GDP_ssp2,GDP_ssp3,GDP_ssp4,GDP_ssp5,name,Trade_1998,Trade_2001,Trade_2013
79,KOR,0.8504922950618325,0.9204266593992462,0.970541093511558,0.9673520640547104,0.9530213377294654,0.8916444311923686,0.0,27.41333222646522,76.43986680730492,74.09336768940952,66.7758151513679,80.06164554379123,86.47966339410941,South Korea,0.03672610246876529,0.01965974542203197,0.0
80,KWT,0.3760838235142482,0.2353381811269196,0.2243106131480712,0.2103398931527512,0.2328553008719075,0.20535432282521493,0.0,45.6181951041286,93.8774025004665,84.04810996563575,91.84561011904762,110.83129855715872,123.16740232139938,Kuwait,0.0,0.0,0.0
81,LAO,3.792455134484288,3.5836607209929623,3.1036613906884005,1.5820978819663103,1.877271449411981,2.8296205860575103,0.5329567356520566,2.312530237058539,21.815366522932184,13.81299965241571,9.195232914647413,7.8744171588436425,28.34964744919121,Laos,0.46877701733838706,0.4727524896488604,0.5329567356520566
82,LBN,0.8982555209319886,0.8139170537004354,0.8679393735567251,0.9884503822989628,0.8828503398190838,0.8248487934720642,0.0,12.617549668874172,41.911695531323495,36.28513975467525,27.154662199888328,34.86026863084922,48.88529159519726,Lebanon,0.0,0.0,0.0
83,LBR,1.2324248424514919,1.2334252915464374,1.0831925907938529,0.5417477985161069,0.9127720131437226,1.2984812434614763,0.31293052924666864,0.4822233350025037,8.57086817384123,4.310438074634938,2.1539485359361135,1.8951340934639473,11.602049371215651,Liberia,0.2853672385736734,0.3171609354889161,0.31293052924666864
84,LBY,0.4452560419886528,3.383274704147133,0.7201409145986144,1.2575414508672855,0.9780752454534092,1.0724177548249854,,15.698662470495671,44.58504249291785,38.92291044007008,32.26020883833675,40.106629213483146,55.452970864877265,Libya,,,
85,LKA,0.9000374396057381,0.6352781177903203,0.7156204836613111,0.7238466762952431,0.7214006618317645,0.9435959700885792,0.3094862915124762,4.555225311601151,31.62565420989808,23.314122705473793,15.28873187058386,22.107562947987503,38.9807220806692,Sri Lanka,0.28945726820753626,0.3042684287576455,0.3094862915124762
86,LSO,0.8531610699503827,1.2380920985631918,1.1848263242703494,2.7424149631739234,1.0179932247510528,1.7794956656557288,0.1266452688701405,1.43666513127591,12.594020456333597,7.689047261815453,4.699039487726788,4.067370721048799,16.87423935091278,Lesotho,0.08961679667335587,0.22524088025189415,0.1266452688701405
87,LTU,5.285408868917411,5.245574265411828,5.324694690108356,4.985115926643561,5.465642610493474,5.3284747036673,1.0,15.360709987966306,44.02961275626424,39.90084776999632,31.639676113360323,39.183794466403164,50.68898573692551,Lithuania,0.43205893139080864,0.5057209770148386,1.0
88,LUX,1.7701780341044746,0.7598029375904177,1.128695338248891,1.9643800174129484,1.1450372841899044,0.8495308644767966,0.20201244456146686,68.73372781065089,88.07547169811322,87.92418772563177,85.5,87.53571428571428,94.6301633045149,Luxembourg,0.08022966505016726,0.23160531801094986,0.20201244456146683
89,LVA,3.5646217310924566,6.327397560847576,4.4663641155251685,4.234599819086023,7.087161887579336,6.004043247661481,0.8661671677527982,12.873445825932505,45.83036707452725,37.64141689373297,30.389394750937335,39.27610208816706,55.84661902144035,Latvia,0.32406504515755274,0.36362196092155663,0.8661671677527982
90,MAR,0.5743018245815483,0.9630653270925981,0.7976201639549665,0.7659512240450027,0.7809733185886075,0.7390463512967244,0.2204228625607876,4.296986009827549,29.769816218767517,22.291401445679146,13.831892347255476,19.441512576088204,36.835436893203884,Morocco,0.28196078754424214,0.20652810833435264,0.22042286256078758
91,MDA,2.8943678674902147,5.363279508952962,4.9267326611397815,2.4307686242710083,5.667745195775898,6.586634368152563,0.7661641504143042,2.785054575986566,26.017428167687232,18.62356717102247,12.939821693907875,19.501222493887532,32.11380281690141,Moldova,0.6256664755395823,0.6493108056842386,0.766164150414304
92,MDG,1.1225248479261147,0.4904939277891595,0.460359110215865,0.30451418278841297,0.615046827214663,0.4971884753192659,0.4318222441551708,0.8689292266100223,7.090375806926848,3.916627873467669,2.331166856708476,1.9436540092339585,9.780430812204555,Madagascar,0.46782633711982213,0.44600760369116166,0.4318222441551708
93,MEX,1.6672295116444926,1.2376258328757788,1.2687218945565255,0.694689145461994,1.3712076479834054,1.273100125304721,0.23526179417814186,12.428572688079136,37.39879570407873,29.69974246733773,21.60951603418647,30.491401306765383,46.068337819114205,Mexico,0.27263875735920107,0.19771197966434384,0.23526179417814186
94,MKD,2.7152077968483845,2.456038157081459,2.372938917445665,2.3589044866196063,2.302583152855967,2.4153444074972987,0.20132513734813107,9.185346918971375,33.98069151324652,29.482042405884897,23.304482911673325,29.082374597330876,40.63164556962025,Macedonia,0.1279912334374198,0.2855192058314373,0.20132513734813107
95,MLI,4.514815707662592,1.490111771425637,1.5417096492843352,1.5783957551811392,1.1475739822874509,1.729000090271208,0.41973801153312174,0.966818477553676,7.838697987019405,4.125536062378168,2.3232301570281413,2.0465099281276644,10.433755819090013,Mali,0.4529515758616185,0.43562588530572166,0.41973801153312174
96,MMR,1.655851973996061,1.3198502185027472,1.2760620954151465,1.4247739366934902,1.3983477785363472,1.9045001374322577,0.5114884814783303,1.4419239830702835,11.216238571077282,6.26044665624743,4.118465042800985,3.4913535677675265,15.076001767482964,Myanmar,0.5224801245699164,0.517825066144453,0.5114884814783303
97,MNE,2.370508857156372,2.016233513397548,1.8670793968640689,2.0352159991037087,1.892346442130142,1.846484087684636,0.0,10.164817749603802,26.153846153846153,22.337209302325583,17.705293276108726,22.181818181818183,31.059506531204644,Montenegro,0.5210121275530843,0.49519843868160496,0.0
98,MNG,5.270210652078797,7.851116404305039,6.855236877080437,3.708212363463506,8.059753318146242,8.745845673605702,0.33133781313305644,3.620101596516691,43.18227033352838,31.605843293492693,21.482524044100398,32.52392065344224,53.5550581915846,Mongolia,0.3627234905264366,0.30959158070693715,0.33133781313305644
99,MOZ,0.884707233943975,0.4412653865726136,0.4885017728420256,0.4854405692201544,0.6522658480789586,0.5804292650979331,0.418720981030545,0.8227095891582233,10.662660213795672,5.578559099614593,3.06896183042874,2.5895913978494622,14.488645514575616,Mozambique,0.42827276602137476,0.4108261073774099,0.418720981030545
100,MRT,1.2552927393763458,0.5915093805356778,0.9075307837676654,3.981225984299195,0.6573912014462947,0.7013855597290912,0.044651447852422484,2.2034682080924854,12.348987108655619,9.188167756338702,6.040796160361378,5.920151027828276,15.290234089246525,Mauritania,0.06886467008713115,0.12905203307920332,0.04465144785242248
101,MWI,1.0153196980083157,0.5133499492270741,0.3570001022296391,0.29333093893979056,0.38377155440902383,0.5906246742585023,0.5291430358680218,0.7955170793906449,7.687758687431141,3.8620655632569503,2.255782001373941,1.8985795214340069,10.554049556772458,Malawi,0.4616986500821223,0.49515547467862897,0.5291430358680218
102,MYS,1.862560647622757,1.0851952702157703,0.8645959637708657,0.9665489184431848,1.1083550199891958,1.0839792502889278,1.0,13.213900918981727,46.549155010923336,38.90937247197504,29.414201059090527,39.04353851193026,55.4045752122072,Malaysia,1.0,1.0,1.0
103,NAM,1.608818036316231,1.6290577670086868,2.637293565407804,5.163128253040545,1.4993203105586719,3.474614912774303,0.2185794273809909,5.870784056066579,23.02832861189802,18.454083158839367,13.503625209146682,16.198595505617977,28.06957621758381,Namibia,0.17114645784903626,0.23321857745682606,0.2185794273809909
104,NER,0.6909115517345851,0.25140498180827275,0.33620483736551204,0.3429639674519488,0.2983801585155529,0.5109820144165796,0.4270997568595941,0.650141825683342,5.975870345041162,2.8667530377088117,1.5305463718838628,1.2993845228865717,8.101801896181447,Niger,0.43129664314646243,0.42377803449799767,0.4270997568595941
105,NGA,0.9826910863439402,0.36178047528372703,0.4153111632049846,0.2848431659099165,0.25494659409122306,0.3988879244206509,0.3960937586502008,2.1349488394993155,15.338297995368075,9.959558239954802,5.999299028785936,5.279025913177402,19.91930506904527,Nigeria,0.4610777749150925,0.4406052941142583,0.3960937586502008
106,NIC,2.3025333815598903,1.5800297436103081,2.106242835036651,1.0020151404619542,1.9541248670972164,1.9266157116047764,0.5323188668189138,2.4994816862474085,17.8199121522694,12.241659538066724,7.529373719952571,7.765963994460686,22.628153283265934,Nicaragua,0.4381987941115444,0.4240136182612736,0.5323188668189138
107,NLD,1.1291896380892186,1.2399549277044108,1.2552146968241868,1.248537553037572,1.2627179124736805,1.1964865995962766,0.0,37.00770480948655,62.27184922209461,61.716339165545094,55.09030711988397,63.27836828497557,69.74335378323109,Netherlands,0.0,0.0,0.0
108,NOR,1.2727676412989917,1.9511128216396785,2.25982446177714,2.6101926954648285,3.147363112630165,1.4433676222696714,0.0,46.744828998566454,68.6450055187638,63.63471612629195,60.4902413058907,73.6571998771876,78.14335461404528,Norway,0.1525783203506168,0.09933215275480456,0.0
109,NPL,0.7500972694534176,0.3963883888285824,0.3563903573394104,0.33760367065588426,0.3763717860531669,0.4553979144758973,0.41307543312149897,1.0793751460329117,8.62972715303945,4.738063898528179,2.5731571170579546,2.152050860680909,11.985488827783811,Nepal,0.48422709671320563,0.4728647859572648,0.41307543312149897
110,NZL,1.255245027750272,2.022492772272252,1.4655837652699588,7.671329671987682,2.8200226735772707,0.8361873851271919,1.0,25.385989010989007,49.039543348775645,43.69814814814815,39.54017946161516,50.59631220909416,56.17260273972603,New Zealand,1.0,1.0,1.0
111,OMN,0.5324441606419481,0.3776145684293995,0.3420101480524713,0.4275272227483361,0.5355335277458394,0.3043462855552005,,24.562904385334292,64.38177458033573,47.99880263420474,35.39173789173789,53.97482945189367,71.29767981438516,Oman,,,
112,PAK,1.0212649253305262,0.5607034591084552,0.4075647648643556,0.460306270343925,0.4615776925968481,0.6338917785979925,0.5024636756994781,2.4108575806628147,12.427262490980167,8.474739982978841,5.069698506069632,4.567868900646679,15.813543817995543,Pakistan,0.44822591287639457,0.46001066852694594,0.5024636756994781
113,PAN,2.184639367919848,1.5219126534903211,1.3103565135004411,0.993459507583578,1.8227580915435908,1.719128955101478,0.22398931656755616,12.638043787318738,55.46307857911733,46.63527799530149,35.4509630676798,45.607514328168115,66.55674518201285,Panama,0.3473917145538411,0.3104473420362641,0.22398931656755616
114,PER,0.7360721703728322,0.7366181232887018,0.7758947830286231,1.5228735894442915,0.826814237742828,0.7949668050414778,0.3332523995341311,8.55820751796953,44.228588132125104,33.35231232650168,23.696905529621255,33.818343722172756,54.79865796155241,Peru,0.3845496967137574,0.4992701100346587,0.3332523995341311
115,PHL,1.1410841857449936,0.5814914934853035,0.38713630502033214,0.3991176752380535,0.39863757134357736,0.6226596731592601,0.4609264153164924,3.560491523788079,17.63062051714785,12.096839774557166,8.00321000461042,6.913444399137881,22.71067977532395,Philippines,0.4573741688793116,0.45520863748013063,0.46092641531649237
116,PNG,2.8553484011195236,1.0099957927623235,1.1903313145094467,1.2774758187399462,1.0390000409475448,1.130160875952384,,2.2174103237095366,17.362654623993716,11.49278511821975,7.664670658682635,6.68075407556208,22.70732665488116,Papua New Guinea,,,
117,POL,2.908651174992417,3.2243463291868784,3.3117369156348366,3.3406938532494914,3.312733826586141,3.2264279520478767,0.5376228078846199,17.25521853854795,44.57836475230162,42.26869152233883,38.07120563724701,46.30105313404338,50.79757476945025,Poland,0.42866548512206415,0.4582402028031384,0.5376228078846199
118,PRI,0.2955348447311646,0.5537340608844751,0.4731675829588333,0.4480105089515299,0.5264382979028934,0.3928519336483435,,17.27180581488397,41.77449947312961,37.95621421353991,29.76564616635058,38.76766595289079,49.61535269709543,Puerto Rico,,,
119,PRK,0.2316039255386399,0.4021144752506009,0.4011264861037906,0.41404669188678456,0.4008779569960198,0.3983836718311846,0.4213513716970253,,,,,,,North Korea,0.35926281040679153,0.315877647683646,0.4213513716970253
120,PRT,1.6126677618283616,2.4013793680914666,2.4933131767964483,1.7661179325178409,2.4523369705191813,2.411596417694092,0.0,21.600412139378044,39.651496902959394,36.95287356321839,32.18830963665087,39.400947779223195,45.640838650866,Portugal,0.0,0.0,0.0
121,PRY,4.3009521763533165,2.5246108167503234,3.2895630621082432,1.9595808680610327,1.913253379019216,3.869679809793973,1.0,4.647714949651433,26.46543352601156,18.76058214615148,12.566539923954375,16.352744371100464,33.71406528189911,Paraguay,1.0,1.0,1.0
122,ROU,3.228514704639933,2.8910235856813795,3.2176377129404896,2.8739397403945155,3.3593307744444028,2.918043003566449,0.7490045059157638,10.896583822023644,40.02240572847491,30.17953483133412,22.47380132450331,31.191284730467817,49.30299667036626,Romania,0.5363656162472398,0.47340604956302645,0.7490045059157638
123,RUS,4.037809411715911,5.0369922680844965,5.142856987116406,5.040394041712061,5.060316413800993,5.075890168857546,0.6041452051997753,14.095874312735209,50.51740220815365,41.36794060637092,35.143103897554255,46.095793068714784,63.79458790134542,Russia,0.39620183982883495,0.36420685533414787,0.6041452051997753
124,RWA,0.2570275444595561,0.17899797436119375,0.13370786380659047,0.1048306444182705,0.10277423700699873,0.19861439249577886,0.4260220510498332,1.0407567771084336,9.683615253728355,5.797324968413715,3.233372808190396,2.7569239042753426,12.765249444556655,Rwanda,0.4652694562358177,0.4634154857714202,0.42602205104983315
125,SAU,0.7853740522759494,0.40483820691668,0.4532795165534296,0.5811810710592352,0.4184682446863298,0.3973449496049004,0.0,20.534538035558143,44.82771009373181,39.64222442753703,38.91010677041695,45.503796852182376,58.96996339691357,Saudi Arabia,0.0,0.0,0.0
126,SDN,1.6709390154167207,0.7518827937749611,0.8261805167429747,0.7018198752460849,0.7127839420567423,0.7458507432171184,0.4046086481431345,2.0234432402645113,13.196349521621165,7.936296864722648,4.770362537488947,3.694114920810346,17.264479393331335,Sudan,0.49257531582071246,0.447550412199741,0.40460864814313446
127,SEN,1.4939753152380986,0.5498922912362941,0.6702002796868674,0.3710801335503866,0.460041069765786,0.9032812642854936,0.2245546431764518,1.7379765160045038,12.404234594483748,7.266163615371928,3.86135498285031,3.4318308474020656,16.224231858792763,Senegal,0.2719151014651153,0.27683155793372627,0.2245546431764518
128,SGP,0.2744629523264042,0.35719057094633205,0.35651989263478234,0.3428451927348499,0.3552787837893287,0.338940127945187,,52.074518285489575,90.48557541549074,90.83353751914242,80.26923076923076,87.5569885539255,101.56804818585975,Singapore,,,
129,SLE,1.4548482390354889,0.958314896596034,0.8604578727183096,0.7496369105861929,0.9149120575351032,1.2200893192072395,0.3784239098463216,0.7416496250852079,8.386374791400806,4.900700416703608,2.7423734495474354,2.3293511169298746,11.20307868821111,Sierra Leone,0.3353389268527114,0.36729356237719035,0.37842390984632157
130,SLV,0.4823427299490421,0.29567317863936105,0.4935799042095958,0.4500156888307989,0.4811402301729325,0.5742228473680311,0.2864883077133333,5.977555304375908,21.68073732718894,15.700049333991117,10.779561519108663,11.14439848948031,26.726043643263758,El Salvador,0.3145328711007781,0.27940257351750786,0.28648830771333333
131,SOM,2.5732764223235183,1.711493935628621,1.1197259492315288,1.2060957393767493,1.0939714041023882,1.7341262325137858,,0.03375843960990248,0.8717674879853536,0.26580868704368277,0.09211742440913692,0.0624662112350715,1.424846070264397,Somalia,,,
132,SRB,4.105471391635542,2.9298314549390456,2.8507591774055667,2.575358778506033,2.7296490781157146,2.842051656750596,,7.099939123376624,19.973186625360537,16.34336539455993,12.73556105610561,16.243341006247945,24.19658905228758,Serbia,,,
133,SUR,0.8191060315632248,0.7989376058698286,0.8597326798520512,0.5318111173119014,1.3131583296158615,0.7323251111328225,0.3308248206090253,7.104761904761904,34.09090909090909,26.268588770864945,19.74167776298269,26.42763157894737,41.80521739130435,Suriname,0.49889330541142207,0.3096483706125339,0.3308248206090253
134,SVK,2.7706972021115286,2.5355352681380867,2.5181414544777843,2.463517178558316,2.702264604490113,2.477054097513953,0.6921605592626665,20.043390699377518,50.89491169784927,50.53887884267631,45.24393843558929,52.81994670727066,57.58321456848772,Slovakia,0.5318508088135656,0.5121721364206048,0.6921605592626665
135,SVN,2.6471528847317605,2.037851116764524,2.0740865694422324,2.06496940834298,2.0452013854361617,1.5688979558072662,0.117353721986162,25.28128078817734,48.51651254953765,48.10959527057754,43.8429203539823,50.51493256262042,55.288181120491174,Slovenia,0.0290590100982846,0.047021524612046894,0.11735372198616201
136,SWE,3.033126904291333,3.5047381168972684,3.899420968646477,3.3554651938945184,3.668853916954814,1.679654021417228,0.2703190872690727,33.76236673773987,61.016,58.99464514066496,55.2530753968254,64.76830753174465,68.282096933729,Sweden,0.5809126867074756,0.6208865472819001,0.2703190872690727
137,SWZ,1.6170896244434736,1.8212007304680773,1.8890931994493407,3.407991895612493,1.6219843656974664,1.9969409010790693,0.7963262000215405,4.753794266441822,16.47662936142199,11.456015523932729,7.021604938271604,6.335431088735054,21.12449799196787,Swaziland,1.0,1.0,0.7963262000215405
138,SYR,0.9761826121376368,0.7792535640892467,0.5975820491241637,0.6469370650754017,0.5430815415149309,0.8685691592503757,,4.749105874283474,27.961133003266983,20.580548108430147,14.11880031490464,12.752647172484865,35.29842500772055,Syria,,,
139,TCD,3.546304623652099,1.7528078799133306,1.7557773314478022,1.0040244562492318,1.2558596918834244,1.8615120697338687,0.4538443346421802,1.3370446245657788,9.317524079061487,5.24443299786037,3.1379151780976975,2.9100366087933596,12.030038076434918,Chad,0.4764861768045048,0.48007363179273144,0.4538443346421802
140,TGO,1.1172161721436342,0.4957140064873732,0.4619109132378938,0.4050431272150491,0.4468110167540013,0.6304133292812781,0.4203615665997884,0.8981420039814201,8.342504446071764,4.28601797275099,2.5600288210393587,2.194230943123248,11.331300599306068,Togo,0.42860753724318423,0.4342078461589529,0.4203615665997884
141,THA,2.4365167810844706,2.149401989372928,2.138159251214546,2.196755540559589,2.039529987535188,2.3274070039527754,1.0,7.672911663435664,41.29396684327465,32.48749184250598,22.105818224908166,30.676761046197832,50.482779547868304,Thailand,0.8898701416358854,0.9188678191387538,1.0
142,TJK,1.3390171718597448,1.0041110366584671,1.2339646689141532,0.7505401456274396,1.0876223533208114,1.4698972379612822,0.11639092113868088,1.9382177642099143,19.000562904587674,11.694841516469856,7.684302539565698,6.217699900188533,24.622013965453874,Tajikistan,0.3029096005090385,0.331195807856525,0.11639092113868088
143,TKM,3.9162299689919102,2.9532334765214125,2.6724890995917816,3.4791098658852904,3.0546784495435064,3.1466171471385866,0.2521442168637316,7.4216580721935745,45.65559380378658,45.43598995920929,39.298542678695355,47.00366556117996,56.539499730070176,Turkmenistan,0.34299581801833323,0.42710351540506086,0.25214421686373156
144,TLS,4.575505641548374,1.7754959535553414,1.6378110629993157,1.4116910739142945,1.7152267501256664,3.2925193368105496,0.3649153800015525,1.3176156583629892,19.01775147928994,9.921321029626032,5.429682436811406,4.077350257834193,25.78909952606635,East Timor,0.368968164764231,0.3520184975245193,0.36491538000155244
145,TTO,0.3469024423258252,0.5110480834967589,0.5279542996674884,0.5331161527065907,0.5925652419218839,0.4761356038682491,0.0,23.17598806860552,54.06011854360711,46.95749799518845,38.04486251808973,50.364574376612204,63.7664298401421,Trinidad and Tobago,0.030614490388040316,0.08963151693681737,0.0
146,TUN,0.659202874209702,1.6811453700957504,1.536598517440518,1.2301056284209326,1.5599635407072667,1.3831773539376246,0.07594527452048028,8.563782081862419,39.31572379367721,33.629208192733266,26.607207995914493,34.247609376322245,47.15230846436936,Tunisia,0.1929461339400076,0.14624055863875518,0.07594527452048028
147,TUR,2.8192239971028528,2.5989010011454665,3.0826851963316777,2.043406660227125,2.682756073383634,2.7573666585653527,0.4441182174937581,12.541675830217727,40.73489410417859,33.83289528577389,24.391917749274445,31.311971163793576,48.34791131694791,Turkey,0.4519410349992773,0.4868988639015812,0.4441182174937581
148,TZA,1.5643599637431604,0.679192517808876,0.7232443668687435,0.4833368373457701,0.5265890682294863,1.5911632751843212,,1.2549452509979706,11.475023230101506,6.866362196099908,4.098465081218989,3.5141203548148643,15.272771353068102,Tanzania,,,
149,UGA,0.7569033112044399,0.35573994713528106,0.22150490269875764,0.15405161626196567,0.17984439558455628,0.3784502003796418,0.4631991461545695,1.1491697830964849,10.161867724659885,5.953910329962575,3.3520767506310567,2.8565833162715752,13.484571321752366,Uganda,0.4652442553027236,0.4770805962630399,0.4631991461545695
150,UKR,3.877899712484152,3.867104914180696,3.8577043473426653,3.7862490263930177,3.699393150010717,3.9987040462576715,1.0,6.079101390600247,33.074969318606264,24.54230749447045,17.88182125139607,25.863458140048596,41.520309872075835,Ukraine,0.660546843846044,0.6624317242831039,1.0
151,URY,7.508816447586849,4.368510907693478,5.431496374033807,5.707386164077407,5.7786216378432735,5.215182540203147,1.0,12.59542891065598,47.28724093264248,36.862545018007204,27.169375983219716,36.26636422553467,56.69620689655173,Uruguay,1.0,1.0,1.0
152,USA,5.963544420646449,3.9288149634216114,3.9722900135598813,4.226413341770023,4.752488705730412,2.060169451227114,0.8688839254121195,42.164286818908195,75.43360547659941,67.8138974161395,67.23646748366404,77.6641496595051,84.74146074855744,United States of America,0.9251322000967599,0.9255273962577315,0.8688839254121195
153,UZB,2.006711447057516,1.1063136621024752,1.210604008255887,0.804511918555623,1.2296466526963334,1.3041860878255775,0.3370407962674118,2.8656585899070866,20.838849345622723,15.71680358476475,10.764256813497214,17.909509761675892,24.782532719945795,Uzbekistan,0.38275325250859016,0.4096700145522557,0.3370407962674118
154,VEN,2.4666379592776817,1.517716829668502,1.3804885000604978,1.0158419352449046,1.880213617397916,2.0517844328502823,0.1181012208357184,10.917770876466529,28.136879113907323,24.96272234741334,25.632269571310275,24.19878186677632,39.86209711396672,Venezuela,0.24701673434632443,0.21574861954149638,0.11810122083571839
155,VNM,1.3064119656076445,0.8878768824071966,1.0352776177217091,1.0414307039580804,0.9209841558529456,0.9903503104983512,0.5906170292881445,2.8449480921591843,21.293227724385076,15.352533149382998,11.153305091519464,15.721374045801527,26.96930559867536,Vietnam,0.5963645329907725,0.5881910969192907,0.5906170292881445
156,YEM,0.27357029523747445,0.14804053666835415,0.11982563840168592,0.15887922457689205,0.10957197544477804,0.14725923115472714,0.04185221797448424,2.372926454080572,8.584980572835942,6.566320401385061,4.280248726142154,3.977798778714743,10.390752076956712,Yemen,0.10422977113839327,0.08469052800566201,0.04185221797448424
157,ZAF,1.6816347671068823,1.4503468238451602,1.5360919351993083,4.146096917735082,1.4235583783779324,1.3051914361501813,0.433190945802538,9.470029720942293,33.27736430129603,27.540867634229517,20.898774847870182,27.53897027449865,39.48536193029491,South Africa,0.5006489404808246,0.4993288681515111,0.43319094580253803
158,ZMB,2.483865854757838,0.9352400772612768,1.0227534400671432,1.5507911185455938,0.9220210164197612,1.1665495462196456,0.5779644486059339,1.3837573535029413,13.153120949051342,7.848491894764815,4.5928571428571425,3.9381404581790873,17.327970897332257,Zambia,0.4447342015558058,0.47847303378680395,0.5779644486059339
159,ZWE,2.2626180579483366,1.7675769779245605,2.207246442630938,3.0294089596848623,2.247297318345648,2.6988694932335777,0.3044655272937565,0.4153209768514836,5.070903447149158,3.154907040536422,1.7909516380655226,1.5869008675864031,6.832916926920674,Zimbabwe,0.5285651117705554,0.5117514919351077,0.30446552729375653
